channelId,portId,channelName,channelLength,channelWidth,channelDepth,channelDepthAtChartDatum,oneWayOrTwoWay,maxVesselLOA,maxVesselBeam,maxVesselDraft,trafficSeparationScheme,speedLimit,tidalWindowRequired,pilotageCompulsory,tugEscortRequired,dayNightRestrictions,visibilityMinimum,windSpeedLimit,currentSpeedLimit,channelSegments,anchorageAreaId
438,115,Port of Spain Basin Access Channel,2619,114,13.9,12.6,One-Way,277,40,12.4,TRUE,10,FALSE,FALSE,FALSE,Daylight Hours Preferred,750,35,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 638, ""width"": 128, ""depth"": 14.3, ""bearing"": 302}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 585, ""width"": 93, ""depth"": 13.8, ""bearing"": 64}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1396, ""width"": 135, ""depth"": 13.8, ""bearing"": 65}]",438
439,116,Port of Melbourne Main Approach Channel,16772,547,18.8,18,Two-Way,396,62,17.3,TRUE,14,FALSE,TRUE,FALSE,24/7 Operations,500,40,4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 6672, ""width"": 528, ""depth"": 19.2, ""bearing"": 266}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1945, ""width"": 552, ""depth"": 19.1, ""bearing"": 331}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 8155, ""width"": 521, ""depth"": 19.1, ""bearing"": 353}]",439
440,116,Port of Melbourne Inner Navigation Channel,5956,187,13,12.2,One-Way,323,51,11.5,FALSE,10,FALSE,TRUE,TRUE,None,1500,30,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1887, ""width"": 184, ""depth"": 13.1, ""bearing"": 84}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 748, ""width"": 194, ""depth"": 13.2, ""bearing"": 143}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3321, ""width"": 193, ""depth"": 13.1, ""bearing"": 42}]",440
441,116,Port of Melbourne Basin Access Channel,1354,114,12.5,11.4,Two-Way,277,50,11,FALSE,8,FALSE,TRUE,TRUE,24/7 Operations,1000,45,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 338, ""width"": 108, ""depth"": 12.5, ""bearing"": 307}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 237, ""width"": 93, ""depth"": 12.1, ""bearing"": 328}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 779, ""width"": 93, ""depth"": 12.0, ""bearing"": 317}]",441
442,117,Port of Sydney Main Approach Channel,9112,496,14.2,12.8,One-Way,369,56,12.7,TRUE,14,FALSE,TRUE,TRUE,None,1000,45,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2021, ""width"": 467, ""depth"": 14.0, ""bearing"": 337}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1648, ""width"": 471, ""depth"": 14.6, ""bearing"": 92}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 997, ""width"": 466, ""depth"": 14.7, ""bearing"": 149}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1185, ""width"": 520, ""depth"": 14.2, ""bearing"": 209}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 3261, ""width"": 512, ""depth"": 14.6, ""bearing"": 290}]",442
443,117,Port of Sydney Inner Navigation Channel,6620,345,17.6,16.9,Two-Way,304,50,16.1,FALSE,10,FALSE,TRUE,TRUE,24/7 Operations,500,30,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1614, ""width"": 326, ""depth"": 18.0, ""bearing"": 70}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1396, ""width"": 363, ""depth"": 18.1, ""bearing"": 145}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3610, ""width"": 339, ""depth"": 17.8, ""bearing"": 181}]",443
444,117,Port of Sydney Basin Access Channel,1235,129,12.3,11.4,One-Way,307,42,10.8,TRUE,6,FALSE,TRUE,FALSE,24/7 Operations,1000,35,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 358, ""width"": 147, ""depth"": 11.9, ""bearing"": 144}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 262, ""width"": 125, ""depth"": 12.3, ""bearing"": 112}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 162, ""width"": 159, ""depth"": 12.4, ""bearing"": 131}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 453, ""width"": 124, ""depth"": 12.4, ""bearing"": 131}]",444
445,118,Port of Brisbane Main Approach Channel,17289,213,24.8,23.6,Two-Way,395,64,23.3,TRUE,12,FALSE,TRUE,TRUE,Night Transit with Enhanced Pilotage,1000,40,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 6193, ""width"": 186, ""depth"": 24.6, ""bearing"": 4}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2999, ""width"": 236, ""depth"": 24.4, ""bearing"": 205}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 8097, ""width"": 197, ""depth"": 24.6, ""bearing"": 170}]",445
446,118,Port of Brisbane Inner Navigation Channel,3662,220,15.5,14.9,Two-Way,340,52,14,FALSE,10,FALSE,TRUE,TRUE,None,500,45,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 994, ""width"": 244, ""depth"": 15.5, ""bearing"": 320}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2668, ""width"": 216, ""depth"": 15.5, ""bearing"": 41}]",446
447,118,Port of Brisbane Basin Access Channel,946,116,12.3,11.3,Two-Way,271,41,10.8,TRUE,8,FALSE,TRUE,FALSE,Daylight Hours Preferred,1000,35,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 170, ""width"": 102, ""depth"": 12.3, ""bearing"": 11}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 231, ""width"": 125, ""depth"": 12.7, ""bearing"": 139}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 212, ""width"": 102, ""depth"": 12.2, ""bearing"": 128}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 96, ""width"": 133, ""depth"": 12.7, ""bearing"": 1}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 237, ""width"": 104, ""depth"": 12.5, ""bearing"": 272}]",447
448,119,Port of Fremantle Main Approach Channel,17323,566,22.7,21.7,Two-Way,377,59,21.2,TRUE,12,FALSE,TRUE,FALSE,None,750,30,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 5474, ""width"": 584, ""depth"": 22.2, ""bearing"": 116}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 11849, ""width"": 582, ""depth"": 22.4, ""bearing"": 125}]",448
449,119,Port of Fremantle Inner Navigation Channel,3076,157,14,12.7,One-Way,317,50,12.5,FALSE,12,FALSE,TRUE,TRUE,None,1000,45,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1229, ""width"": 127, ""depth"": 14.3, ""bearing"": 81}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 729, ""width"": 159, ""depth"": 14.2, ""bearing"": 195}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 364, ""width"": 128, ""depth"": 14.0, ""bearing"": 252}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 155, ""width"": 186, ""depth"": 14.2, ""bearing"": 319}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 599, ""width"": 144, ""depth"": 14.3, ""bearing"": 175}]",449
450,119,Port of Fremantle Basin Access Channel,1392,245,14.1,13.5,One-Way,259,42,12.6,FALSE,8,FALSE,TRUE,FALSE,None,1000,30,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 455, ""width"": 255, ""depth"": 13.8, ""bearing"": 11}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 937, ""width"": 249, ""depth"": 14.5, ""bearing"": 225}]",450
451,120,Port of Adelaide Main Approach Channel,19717,479,14.8,13.3,One-Way,375,62,13.3,TRUE,14,TRUE,TRUE,TRUE,Night Transit with Enhanced Pilotage,500,40,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4698, ""width"": 459, ""depth"": 14.6, ""bearing"": 334}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 15019, ""width"": 469, ""depth"": 14.7, ""bearing"": 27}]",451
452,120,Port of Adelaide Inner Navigation Channel,2025,235,14.4,13.3,One-Way,365,50,12.9,TRUE,10,FALSE,FALSE,TRUE,24/7 Operations,500,30,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 689, ""width"": 248, ""depth"": 14.7, ""bearing"": 222}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 393, ""width"": 218, ""depth"": 14.0, ""bearing"": 188}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 239, ""width"": 213, ""depth"": 14.8, ""bearing"": 356}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 704, ""width"": 219, ""depth"": 14.3, ""bearing"": 151}]",452
453,120,Port of Adelaide Basin Access Channel,2223,207,14.3,12.9,One-Way,309,48,12.8,TRUE,6,TRUE,TRUE,TRUE,Daylight Hours Preferred,750,35,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 654, ""width"": 222, ""depth"": 14.5, ""bearing"": 78}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 384, ""width"": 222, ""depth"": 14.2, ""bearing"": 159}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 461, ""width"": 210, ""depth"": 14.0, ""bearing"": 143}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 724, ""width"": 209, ""depth"": 13.9, ""bearing"": 146}]",453
454,121,Port of Auckland Main Approach Channel,12785,271,15,13.6,One-Way,383,56,13.5,TRUE,14,FALSE,TRUE,TRUE,24/7 Operations,1000,35,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3370, ""width"": 278, ""depth"": 15.4, ""bearing"": 344}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 9415, ""width"": 257, ""depth"": 15.4, ""bearing"": 219}]",454
455,121,Port of Auckland Inner Navigation Channel,3347,349,15.3,14.3,One-Way,317,53,13.8,FALSE,10,FALSE,TRUE,TRUE,Daylight Hours Preferred,500,30,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1281, ""width"": 345, ""depth"": 15.7, ""bearing"": 92}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 509, ""width"": 324, ""depth"": 15.0, ""bearing"": 44}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1557, ""width"": 359, ""depth"": 15.4, ""bearing"": 75}]",455
456,121,Port of Auckland Basin Access Channel,1857,110,15,13.6,One-Way,286,46,13.5,FALSE,6,TRUE,TRUE,FALSE,None,1500,45,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 581, ""width"": 122, ""depth"": 15.3, ""bearing"": 70}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1276, ""width"": 116, ""depth"": 15.5, ""bearing"": 202}]",456
457,122,Port of Tauranga Main Approach Channel,19230,368,20.6,19.5,Two-Way,387,60,19.1,TRUE,12,FALSE,TRUE,TRUE,None,1500,45,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4411, ""width"": 383, ""depth"": 20.2, ""bearing"": 302}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2639, ""width"": 382, ""depth"": 20.4, ""bearing"": 50}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3847, ""width"": 359, ""depth"": 20.1, ""bearing"": 154}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1906, ""width"": 390, ""depth"": 20.8, ""bearing"": 323}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 6427, ""width"": 397, ""depth"": 20.6, ""bearing"": 215}]",457
458,122,Port of Tauranga Inner Navigation Channel,5304,171,12.8,11.8,Two-Way,360,48,11.3,TRUE,12,TRUE,TRUE,TRUE,24/7 Operations,1000,30,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1750, ""width"": 161, ""depth"": 12.8, ""bearing"": 318}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3554, ""width"": 169, ""depth"": 12.9, ""bearing"": 77}]",458
459,122,Port of Tauranga Basin Access Channel,2091,202,15.8,15.1,Two-Way,277,41,14.3,FALSE,6,FALSE,TRUE,TRUE,None,500,45,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 468, ""width"": 190, ""depth"": 15.9, ""bearing"": 6}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 391, ""width"": 213, ""depth"": 16.0, ""bearing"": 280}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 444, ""width"": 213, ""depth"": 15.4, ""bearing"": 129}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 210, ""width"": 174, ""depth"": 16.0, ""bearing"": 37}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 578, ""width"": 207, ""depth"": 16.1, ""bearing"": 241}]",459
460,123,Port of Lyttelton Main Approach Channel,16436,411,19.1,18.2,One-Way,386,65,17.6,FALSE,14,FALSE,TRUE,TRUE,None,500,45,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 6558, ""width"": 383, ""depth"": 18.9, ""bearing"": 338}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 9878, ""width"": 406, ""depth"": 19.2, ""bearing"": 41}]",460
461,123,Port of Lyttelton Inner Navigation Channel,6916,204,16.5,15.5,Two-Way,325,53,15,FALSE,10,FALSE,TRUE,FALSE,24/7 Operations,500,40,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1042, ""width"": 222, ""depth"": 16.7, ""bearing"": 223}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1268, ""width"": 223, ""depth"": 16.8, ""bearing"": 204}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 779, ""width"": 191, ""depth"": 16.0, ""bearing"": 109}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 3827, ""width"": 175, ""depth"": 16.9, ""bearing"": 326}]",461
462,123,Port of Lyttelton Basin Access Channel,683,102,11.4,10.1,One-Way,313,48,9.9,TRUE,6,TRUE,TRUE,TRUE,Daylight Hours Preferred,1500,40,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 267, ""width"": 98, ""depth"": 11.6, ""bearing"": 288}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 160, ""width"": 97, ""depth"": 11.4, ""bearing"": 78}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 55, ""width"": 131, ""depth"": 11.5, ""bearing"": 206}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 201, ""width"": 117, ""depth"": 11.5, ""bearing"": 221}]",462
463,124,Port Moresby Main Approach Channel,10873,265,18.9,17.6,Two-Way,365,60,17.4,TRUE,10,FALSE,TRUE,TRUE,24/7 Operations,1000,40,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2622, ""width"": 266, ""depth"": 19.0, ""bearing"": 119}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2358, ""width"": 290, ""depth"": 18.6, ""bearing"": 198}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1270, ""width"": 277, ""depth"": 18.8, ""bearing"": 2}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 4623, ""width"": 261, ""depth"": 18.7, ""bearing"": 61}]",463
464,124,Port Moresby Inner Navigation Channel,7431,271,17.8,17.3,One-Way,332,52,16.3,TRUE,8,FALSE,TRUE,TRUE,None,750,35,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1838, ""width"": 288, ""depth"": 18.0, ""bearing"": 221}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1811, ""width"": 291, ""depth"": 18.1, ""bearing"": 332}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 648, ""width"": 290, ""depth"": 18.0, ""bearing"": 27}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 639, ""width"": 244, ""depth"": 17.8, ""bearing"": 20}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 2495, ""width"": 288, ""depth"": 17.7, ""bearing"": 289}]",464
465,124,Port Moresby Basin Access Channel,2648,103,13.1,12.4,One-Way,312,42,11.6,TRUE,10,FALSE,TRUE,TRUE,None,1000,40,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1027, ""width"": 87, ""depth"": 13.3, ""bearing"": 57}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 488, ""width"": 102, ""depth"": 13.2, ""bearing"": 228}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 354, ""width"": 122, ""depth"": 12.9, ""bearing"": 219}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 265, ""width"": 105, ""depth"": 12.7, ""bearing"": 229}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 514, ""width"": 125, ""depth"": 13.3, ""bearing"": 0}]",465
466,125,Port of Suva Main Approach Channel,11692,541,20,19.4,One-Way,371,57,18.5,TRUE,10,FALSE,TRUE,FALSE,Night Transit with Enhanced Pilotage,1000,35,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3606, ""width"": 544, ""depth"": 20.3, ""bearing"": 49}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2465, ""width"": 521, ""depth"": 20.3, ""bearing"": 32}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2081, ""width"": 546, ""depth"": 20.4, ""bearing"": 190}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 3540, ""width"": 523, ""depth"": 20.2, ""bearing"": 222}]",466
467,125,Port of Suva Inner Navigation Channel,4471,333,16.2,15.1,One-Way,345,55,14.7,FALSE,12,FALSE,TRUE,FALSE,Daylight Hours Preferred,1500,35,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1037, ""width"": 362, ""depth"": 16.3, ""bearing"": 290}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1368, ""width"": 344, ""depth"": 16.5, ""bearing"": 30}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2066, ""width"": 319, ""depth"": 16.4, ""bearing"": 32}]",467
468,125,Port of Suva Basin Access Channel,2412,208,13.5,12,One-Way,288,41,12,TRUE,6,TRUE,FALSE,FALSE,24/7 Operations,750,40,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 450, ""width"": 179, ""depth"": 13.0, ""bearing"": 108}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 410, ""width"": 227, ""depth"": 13.7, ""bearing"": 79}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1552, ""width"": 195, ""depth"": 13.6, ""bearing"": 124}]",468
469,126,Malta Freeport Main Approach Channel,23872,432,17.7,16.3,One-Way,365,62,16.2,TRUE,14,FALSE,FALSE,TRUE,24/7 Operations,1000,30,4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 9501, ""width"": 429, ""depth"": 18.1, ""bearing"": 92}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 14371, ""width"": 458, ""depth"": 17.4, ""bearing"": 270}]",469
470,126,Malta Freeport Inner Navigation Channel,4561,246,16.4,15.6,One-Way,339,51,14.9,FALSE,12,FALSE,FALSE,TRUE,Daylight Hours Preferred,500,45,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 909, ""width"": 275, ""depth"": 16.8, ""bearing"": 144}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 571, ""width"": 269, ""depth"": 16.6, ""bearing"": 276}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3081, ""width"": 259, ""depth"": 16.3, ""bearing"": 199}]",470
471,126,Malta Freeport Basin Access Channel,2494,182,15.2,14.2,One-Way,286,45,13.7,TRUE,10,TRUE,TRUE,TRUE,Daylight Hours Preferred,1500,40,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 758, ""width"": 163, ""depth"": 15.5, ""bearing"": 130}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 404, ""width"": 168, ""depth"": 15.5, ""bearing"": 141}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1332, ""width"": 203, ""depth"": 15.6, ""bearing"": 284}]",471
472,127,Port of Limassol Main Approach Channel,22726,274,22.4,21.7,Two-Way,372,55,20.9,TRUE,10,TRUE,TRUE,FALSE,Night Transit with Enhanced Pilotage,500,30,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 6352, ""width"": 248, ""depth"": 22.8, ""bearing"": 137}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 5530, ""width"": 277, ""depth"": 21.9, ""bearing"": 349}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 10844, ""width"": 288, ""depth"": 22.9, ""bearing"": 101}]",472
473,127,Port of Limassol Inner Navigation Channel,7387,262,16.4,15.1,One-Way,340,51,14.9,FALSE,8,TRUE,TRUE,TRUE,24/7 Operations,1500,30,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1960, ""width"": 255, ""depth"": 16.3, ""bearing"": 152}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1191, ""width"": 236, ""depth"": 16.6, ""bearing"": 291}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1393, ""width"": 232, ""depth"": 16.6, ""bearing"": 351}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 967, ""width"": 259, ""depth"": 16.5, ""bearing"": 276}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1876, ""width"": 257, ""depth"": 16.4, ""bearing"": 138}]",473
474,127,Port of Limassol Basin Access Channel,1964,149,14.7,14,One-Way,283,47,13.2,FALSE,10,FALSE,TRUE,TRUE,None,1000,40,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 323, ""width"": 175, ""depth"": 15.1, ""bearing"": 216}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 339, ""width"": 154, ""depth"": 14.7, ""bearing"": 261}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 400, ""width"": 178, ""depth"": 15.2, ""bearing"": 224}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 214, ""width"": 156, ""depth"": 14.4, ""bearing"": 77}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 688, ""width"": 172, ""depth"": 14.3, ""bearing"": 205}]",474
475,128,Port of Haifa Main Approach Channel,20698,419,18.3,17.6,Two-Way,382,55,16.8,TRUE,14,FALSE,TRUE,FALSE,Night Transit with Enhanced Pilotage,1500,35,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3883, ""width"": 432, ""depth"": 17.9, ""bearing"": 8}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 5869, ""width"": 399, ""depth"": 18.5, ""bearing"": 113}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2224, ""width"": 399, ""depth"": 17.9, ""bearing"": 94}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2087, ""width"": 428, ""depth"": 18.0, ""bearing"": 87}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 6635, ""width"": 436, ""depth"": 17.8, ""bearing"": 148}]",475
476,128,Port of Haifa Inner Navigation Channel,3999,339,17.7,16.8,Two-Way,347,51,16.2,TRUE,12,FALSE,TRUE,TRUE,None,1000,40,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 747, ""width"": 342, ""depth"": 17.2, ""bearing"": 142}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 488, ""width"": 346, ""depth"": 17.9, ""bearing"": 158}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 445, ""width"": 317, ""depth"": 17.8, ""bearing"": 5}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2319, ""width"": 331, ""depth"": 17.6, ""bearing"": 259}]",476
477,128,Port of Haifa Basin Access Channel,1469,203,12.8,11.9,One-Way,281,47,11.3,FALSE,8,TRUE,TRUE,FALSE,None,1000,45,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 424, ""width"": 202, ""depth"": 13.3, ""bearing"": 303}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 344, ""width"": 205, ""depth"": 13.1, ""bearing"": 173}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 701, ""width"": 231, ""depth"": 13.1, ""bearing"": 210}]",477
478,129,Port of Ashdod Main Approach Channel,9501,201,17.9,17,Two-Way,365,60,16.4,TRUE,14,FALSE,TRUE,FALSE,Night Transit with Enhanced Pilotage,750,45,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1635, ""width"": 184, ""depth"": 18.0, ""bearing"": 350}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3140, ""width"": 175, ""depth"": 17.6, ""bearing"": 315}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1853, ""width"": 194, ""depth"": 17.8, ""bearing"": 83}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2873, ""width"": 209, ""depth"": 17.5, ""bearing"": 190}]",478
479,129,Port of Ashdod Inner Navigation Channel,7690,309,12.4,11.6,One-Way,312,52,10.9,TRUE,10,FALSE,TRUE,FALSE,None,1500,30,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2333, ""width"": 297, ""depth"": 12.4, ""bearing"": 353}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1886, ""width"": 321, ""depth"": 12.5, ""bearing"": 182}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1037, ""width"": 326, ""depth"": 12.3, ""bearing"": 84}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 566, ""width"": 304, ""depth"": 12.0, ""bearing"": 225}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1868, ""width"": 283, ""depth"": 12.7, ""bearing"": 97}]",479
