recordId,vesselType,vesselLOA,vesselBeam,blockCoefficient,transitSpeed,cargoType,vesselStaticDraft,vesselDynamicDraft,cargoCondition,arrivalDraft,departureDraft,requiredUKC,requiredUKCSpec,ukcPolicy,channelDepthAtTide,berthDepthAtTide,tideHeight,waveCondition,waveHeight,squatAllowance,heelAllowance,waveResponseAllowance,safetyMargin,totalAllowances,calculatedUKC,ukcMargin,ukcStatus,optimalTransitTime,isConfined
1680,Aframax,242,45,0.794,12.8,Crude Oil,13.58,9.79,Ballast,6.79,13.58,0.86,0.86m,Net,14.6,13.2,2.95,Slight,0.7,3,0.36,0.29,0.53,4.18,4.16,3.3,Safe,20:15,TRUE
1681,Aframax,250,46,0.791,14.9,Crude Oil,14.68,10.34,Ballast,7.34,14.68,0.55,7.5%,Net,13,11.5,11.7,Slight,0.99,3,0.18,0.4,0.34,3.92,2.08,1.53,Safe,22:15,TRUE
1682,VLCC,327,60,0.824,10.6,Crude Oil,21.94,24.18,Laden,21.94,9.87,1.93,8.8%,Dynamic,27.5,25.6,1.63,Slight,0.72,2.24,0.27,0.22,0.76,3.49,2.83,0.9,Adequate,05:45,FALSE
1683,Suezmax,280,50,0.821,12.1,Refined Products,15.05,10.22,Ballast,7.22,10.8,0.94,0.94m,Dynamic,13.9,13.2,1.2,Moderate,1.49,3,0.32,0.53,0.75,4.6,2.83,1.89,Safe,00:00,TRUE
1684,ULCV,396,60,0.704,20.9,Containers,14.96,14.74,PartLaden,11.74,8.26,1.38,11.8%,Dynamic,17.7,15.7,1.1,Moderate,2.2,3,0.55,0.56,0.77,4.88,1.85,0.47,Marginal,19:00,FALSE
1685,Feeder_Container,192,23,0.606,17.5,Containers,8.11,11.11,Laden,8.11,5.51,0.86,10.6%,Gross,14.3,13.2,7.83,Rough,3.57,3,0.18,1.5,0.54,5.22,6.19,5.33,Safe,08:45,FALSE
1686,Handymax_Bulk,179,34,0.829,14,Grain,11.82,12.08,PartLaden,9.08,6.78,1.3,14.3%,Gross,15,14.3,1.64,Slight,1.01,3,0.26,0.51,0.46,4.23,5.92,4.62,Safe,15:15,FALSE
1687,LNG_Carrier,324,48,0.736,17.4,LNG,12.31,11,Ballast,8,12.31,0.72,8.9%,Net,13.4,12.8,2.45,Moderate,2.33,3,0.42,0.72,0.78,4.92,1.26,0.54,Adequate,12:15,TRUE
1688,Suezmax,285,49,0.807,12.1,Crude Oil,15.2,18.2,Laden,15.2,7.3,1.89,12.4%,Gross,22.2,21.7,2.46,Moderate,1.77,3,0.18,0.62,0.76,4.56,7,5.11,Safe,05:00,TRUE
1689,ULCV,399,61,0.696,21,Containers,15.89,18.89,Laden,15.89,9.53,0.91,0.91m,Net,23,21.5,2.45,Calm,0.28,3,0.52,0,0.64,4.16,3.59,2.68,Safe,09:45,FALSE
1690,Car_Carrier,189,33,0.611,19.9,Vehicles,10.45,10.84,Ballast,7.84,10.45,0.9,11.5%,Gross,14.7,14.1,1.1,Calm,0.4,3,0.37,0,0.38,3.75,6.86,5.96,Safe,14:45,TRUE
1691,General_Cargo,153,26,0.743,12.2,General Cargo,9.85,7.04,Ballast,5.42,9.85,1.22,1.22m,Dynamic,11.1,10.2,9.91,Slight,0.83,1.62,0.19,0.41,0.35,2.57,3.46,2.24,Safe,03:45,FALSE
1692,Feeder_Container,196,23,0.632,17,Containers,8.1,8.51,Ballast,5.51,7.25,0.95,0.95m,Dynamic,10.2,9,0.75,Calm,0.07,3,0.2,0,0.42,3.62,1.49,0.54,Adequate,12:00,FALSE
1693,Neo_Panamax,363,49,0.679,23.4,Containers,14.52,12,Ballast,9,14.52,0.61,0.61m,Net,15.1,14.3,1.16,Calm,0.44,3,0.44,0,0.79,4.23,2.66,2.05,Safe,06:00,FALSE
1694,Cruise_Ship,332,38,0.608,22,Passengers,8.48,11.48,Laden,8.48,4.88,0.74,8.7%,Dynamic,13.8,12.2,1.17,Moderate,2.27,3,0.34,0.68,0.68,4.7,1.3,0.56,Adequate,22:00,TRUE
1695,ULCV,395,60,0.702,22.3,Containers,15.42,18.42,Laden,15.42,9.25,1.42,9.2%,Net,22.1,21.5,2.99,Moderate,1.39,3,0.8,0.35,0.79,4.94,2.53,1.11,Safe,06:15,FALSE
1696,General_Cargo,126,23,0.733,12.7,Steel,8.17,11.17,Laden,8.17,4.49,0.67,0.67m,Net,12.9,11.8,2.56,Slight,0.87,3,0.16,0.43,0.43,4.02,1.14,0.47,Marginal,01:30,TRUE
1697,Handysize_Bulk,157,25,0.784,13.8,Steel,9.2,7.6,Ballast,4.6,9.2,0.5,9.8%,Dynamic,9.5,8.1,0.95,Calm,0.19,3,0.19,0,0.34,3.53,1.71,1.21,Safe,07:45,TRUE
1698,Handysize_Bulk,165,26,0.816,12.9,Grain,9.86,12.36,Laden,9.86,4.93,0.69,7.0%,Net,16.8,15.1,1.91,Moderate,1.46,2.5,0.1,0.73,0.72,4.05,3.61,2.92,Safe,06:45,FALSE
1699,Cruise_Ship,357,37,0.581,23.8,Passengers,7.9,10.9,Laden,7.9,7.11,1.31,1.31m,Dynamic,13,12.3,4.9,Calm,0.43,3,0.33,0,0.35,3.68,1.77,0.46,Marginal,05:15,TRUE
1700,LNG_Carrier,330,52,0.756,18.9,LNG,12.42,15.42,Laden,12.42,7.09,0.67,0.67m,Net,17.9,16.6,4.81,Moderate,1.28,3,0.57,0.39,0.32,4.28,1.52,0.85,Adequate,16:15,FALSE
1701,General_Cargo,166,24,0.724,14.2,Steel,8.96,11.96,Laden,8.96,6.54,1.25,1.25m,Dynamic,15.3,14.6,1.92,Rough,3.16,3,0.12,1.5,0.75,5.37,1.72,0.47,Marginal,20:30,FALSE
1702,LNG_Carrier,325,47,0.726,19.5,LNG,11.8,14.8,Laden,11.8,7.67,1.07,9.1%,Net,18.2,17.6,2.29,Calm,0.08,3,0.49,0,0.62,4.11,2.91,1.84,Safe,07:30,TRUE
1703,VLCC,346,56,0.83,13.7,Crude Oil,20.46,23.46,Laden,20.46,9.21,0.89,0.89m,Dynamic,26.2,25.6,10.52,Calm,0.42,3,0.35,0,0.32,3.67,2.39,1.5,Safe,08:45,FALSE
1704,Handymax_Bulk,192,34,0.818,13.9,Grain,10.32,13.32,Laden,10.32,7.56,0.76,7.3%,Net,17.3,16.5,1.92,Rough,3,3,0.14,1.5,0.39,5.03,2.34,1.58,Safe,03:45,TRUE
1705,MR_Tanker,177,30,0.772,14,Chemicals,10.63,13.63,Laden,10.63,5.85,0.97,9.1%,Dynamic,18.4,17.1,0.86,Slight,0.91,3,0.12,0.46,0.5,4.08,4.19,3.22,Safe,15:15,TRUE
1706,Panamax_Tanker,227,33,0.785,13.5,Refined Products,11.76,14.76,Laden,11.76,6.12,0.85,0.85m,Net,18.5,17.3,0.45,Calm,0.12,3,0.13,0,0.67,3.8,3.61,2.76,Safe,07:45,TRUE
1707,Feeder_Container,166,27,0.615,16.2,Containers,9.56,9.5,Ballast,6.5,7.23,0.8,0.8m,Net,12.5,11.8,0.62,Rough,3.77,3,0.18,1.5,0.66,5.34,1.32,0.52,Adequate,20:45,TRUE
1708,LNG_Carrier,308,52,0.732,19.3,LNG,12.15,10.9,Ballast,7.9,9.26,0.78,0.78m,Net,12.9,12.1,2.45,Calm,0.13,3,0.68,0,0.36,4.04,1.32,0.54,Adequate,00:45,TRUE
1709,Car_Carrier,185,32,0.578,18,Vehicles,8.02,11.02,Laden,8.02,6.01,1.23,1.23m,Gross,14.5,12.8,1.1,Calm,0.38,3,0.17,0,0.65,3.82,6.48,5.25,Safe,21:45,TRUE
1710,Handysize_Bulk,154,26,0.792,12.9,General Bulk,9.54,10.09,PartLaden,7.66,8.2,1.9,1.9m,Gross,13.3,12.8,10.66,Calm,0.22,2.43,0.23,0,0.32,2.98,5.64,3.74,Safe,16:45,FALSE
1711,Panamax_Bulk,222,35,0.834,13.4,Iron Ore,14.31,17.31,Laden,14.31,10.24,1.45,10.2%,Gross,20.9,20,1.55,Moderate,1.51,3,0.3,0.68,0.79,4.77,6.59,5.14,Safe,03:30,TRUE
1712,Cruise_Ship,303,41,0.592,18.1,Passengers,8.86,10.97,Ballast,7.97,8.86,1.23,1.23m,Gross,11.7,11,3.51,Very Rough,4.07,3,0.32,1.34,0.8,5.46,3.73,2.5,Safe,15:30,FALSE
1713,General_Cargo,124,21,0.739,14.5,General Cargo,8.34,11.34,Laden,8.34,4.59,0.98,11.8%,Dynamic,15.1,13.2,0.43,Slight,0.96,3,0.14,0.48,0.76,4.38,3.14,2.16,Safe,11:30,TRUE
1714,Panamax_Bulk,248,37,0.844,13.3,Grain,14.41,9.48,Ballast,6.48,11.54,0.5,6.4%,Net,12.4,11.6,1.15,Calm,0.44,3,0.3,0,0.75,4.05,2.62,2.12,Safe,14:30,TRUE
1715,Panamax_Container,292,33,0.662,20.8,Containers,12.42,15.42,Laden,12.42,8.07,1.04,8.4%,Net,20,18.5,3.6,Slight,0.64,3,0.43,0.22,0.72,4.37,3.93,2.89,Safe,14:15,TRUE
1716,Aframax,238,43,0.804,14.6,Refined Products,13.59,16.59,Laden,13.59,9.08,1.97,1.97m,Gross,20.4,19.4,0.67,Slight,0.53,3,0.4,0.22,0.34,3.96,6.81,4.84,Safe,06:30,TRUE
1717,Feeder_Container,190,29,0.627,19.6,Containers,10.73,13.73,Laden,10.73,7.57,1.16,10.9%,Dynamic,16.3,15.5,4.9,Slight,0.87,3,0.27,0.43,0.36,4.06,1.87,0.71,Adequate,06:15,FALSE
1718,Cruise_Ship,323,34,0.611,19.8,Passengers,8.16,8.85,PartLaden,5.85,6.65,0.65,0.65m,Net,10.5,9.8,0.28,Calm,0.46,3,0.34,0,0.51,3.85,1.31,0.66,Adequate,05:30,TRUE
1719,Car_Carrier,211,30,0.614,19.6,Vehicles,8.03,9.02,Ballast,6.02,8.03,0.65,0.65m,Net,11.1,10.5,2.17,Slight,0.51,3,0.19,0.24,0.51,3.94,1.65,1,Adequate,15:30,FALSE
1720,Panamax_Bulk,243,35,0.835,13.8,Grain,14.17,17.17,Laden,14.17,6.38,1.56,11.0%,Gross,18.3,17.7,3.86,Slight,0.99,3,0.32,0.41,0.56,4.29,4.13,2.57,Safe,17:00,TRUE
1721,General_Cargo,154,20,0.716,13.2,Steel,9.88,12.88,Laden,9.88,6.14,1.68,1.68m,Gross,16.1,15.4,2.07,Slight,1.08,3,0.09,0.54,0.43,4.06,6.22,4.54,Safe,14:00,TRUE
1722,Panamax_Container,288,32,0.643,22.7,Containers,13.03,16.03,Laden,13.03,7.56,0.57,0.57m,Net,19.5,17.9,1.87,Calm,0.21,3,0.5,0,0.73,4.23,2.97,2.4,Safe,19:30,TRUE
1723,LNG_Carrier,335,54,0.749,17.4,LNG,11.24,10.31,Ballast,7.31,11.24,0.5,6.3%,Net,13.1,11.4,1.56,Calm,0.04,3,0.45,0,0.53,3.98,2.34,1.84,Safe,03:30,TRUE
1724,Aframax,256,42,0.815,14.8,Crude Oil,14.49,17.49,Laden,14.49,7.25,0.91,0.91m,Dynamic,19,18.1,1.86,Slight,0.99,3,0.21,0.39,0.32,3.92,0.91,0,Marginal,12:30,TRUE
1725,Car_Carrier,181,34,0.618,20.2,Vehicles,10.4,11.35,PartLaden,8.35,8.7,1.32,1.32m,Dynamic,16.5,15.1,0.17,Calm,0.44,3,0.47,0,0.31,3.78,4.68,3.36,Safe,18:30,TRUE
1726,Capesize_Bulk,298,48,0.861,13.6,Iron Ore,16.42,19.42,Laden,16.42,11.78,1.67,10.2%,Dynamic,22.4,21.2,8.85,Slight,1.01,3,0.26,0.34,0.62,4.22,2.38,0.71,Adequate,19:00,FALSE
1727,Suezmax,290,52,0.818,12.5,Refined Products,16.5,15.58,PartLaden,12.58,9.38,1.85,14.7%,Gross,18.1,16.5,0.43,Rough,2.94,3,0.29,1.01,0.51,4.81,5.52,3.67,Safe,20:15,TRUE
1728,Capesize_Bulk,270,49,0.84,12,Iron Ore,18.27,21.22,Laden,18.27,10.39,2.1,11.5%,Dynamic,25.5,24.8,2.83,Rough,3.6,2.95,0.33,1.33,0.55,5.16,2.62,0.52,Adequate,19:30,FALSE
1729,Suezmax,300,48,0.831,14.1,Refined Products,16.74,19.74,Laden,16.74,12.06,1.79,10.7%,Gross,23.6,22.1,3.21,Calm,0.07,3,0.24,0,0.64,3.88,6.86,5.07,Safe,08:15,TRUE
1730,Suezmax,278,48,0.825,12.1,Refined Products,16.66,14.15,PartLaden,11.15,15.49,1.28,11.5%,Gross,17.2,15.7,3.83,Slight,1.02,3,0.17,0.37,0.46,4,6.05,4.77,Safe,16:30,TRUE
1731,Cruise_Ship,296,36,0.608,18.1,Passengers,8.36,10.52,Ballast,7.52,8.36,0.83,11.0%,Gross,13.2,12.6,4.38,Slight,0.8,3,0.29,0.27,0.41,3.97,5.68,4.85,Safe,07:15,TRUE
1732,Feeder_Container,131,24,0.627,19.1,Containers,10.74,13.74,Laden,10.74,7.3,1.07,1.07m,Gross,18.3,17.8,3.11,Slight,1.05,3,0.27,0.53,0.3,4.1,7.56,6.49,Safe,05:45,TRUE
1733,Suezmax,283,52,0.82,13.8,Refined Products,16.54,19.54,Laden,16.54,7.94,1.04,1.04m,Gross,21.4,20.7,1.39,Slight,0.74,3,0.2,0.26,0.56,4.02,4.86,3.82,Safe,07:00,FALSE
1734,Panamax_Container,291,33,0.625,22.1,Containers,13.48,16.48,Laden,13.48,8.76,1.18,8.7%,Dynamic,18.5,17.7,3.11,Calm,0.02,3,0.35,0,0.69,4.04,1.67,0.49,Marginal,08:15,FALSE
1735,LNG_Carrier,287,50,0.75,16.8,LNG,11.47,11.89,PartLaden,8.89,5.81,0.95,10.7%,Dynamic,15.3,14.5,1.49,Very Rough,5.87,3,0.46,1.5,0.44,5.4,1.45,0.5,Adequate,22:45,FALSE
1736,Aframax,266,48,0.802,14.2,Crude Oil,14.46,17.46,Laden,14.46,7.23,1.73,12.0%,Dynamic,21.4,20.8,1.69,Calm,0.03,3,0.23,0,0.36,3.59,3.71,1.98,Safe,09:00,TRUE
1737,Suezmax,296,52,0.827,14.8,Refined Products,15.19,18.19,Laden,15.19,7.29,0.62,0.62m,Net,21.4,19.5,3.41,Moderate,1.94,3,0.23,0.66,0.48,4.37,2.32,1.7,Safe,00:15,TRUE
1738,Handysize_Bulk,177,25,0.796,12,Grain,9.88,12.68,Laden,9.88,7.17,0.91,9.2%,Dynamic,15.4,14.1,1.84,Moderate,2.26,2.8,0.15,1.13,0.4,4.48,1.44,0.53,Adequate,02:30,FALSE
1739,LNG_Carrier,344,48,0.741,17.6,LNG,12.35,15.35,Laden,12.35,8.03,1.02,1.02m,Dynamic,17.7,16.6,2.32,Moderate,2.15,3,0.23,0.62,0.38,4.23,1.5,0.48,Marginal,11:00,FALSE
1740,Aframax,270,43,0.812,13.3,Crude Oil,13.72,9.86,Ballast,6.86,10.57,1.15,1.15m,Dynamic,12.2,11,2.87,Slight,0.98,3,0.38,0.36,0.45,4.19,1.6,0.45,Marginal,15:15,FALSE
1741,Aframax,261,42,0.796,14,Refined Products,13.08,9.54,Ballast,6.54,9.62,1.65,1.65m,Gross,12.7,12,1.46,Rough,3.79,3,0.22,1.45,0.71,5.38,6.16,4.51,Safe,01:00,TRUE
1742,ULCV,387,62,0.717,22.5,Containers,14.55,11.73,Ballast,8.73,10.72,1.32,1.32m,Dynamic,16.4,15.6,1.87,Slight,1.13,3,0.66,0.29,0.65,4.6,3.72,2.4,Safe,08:00,TRUE
1743,Car_Carrier,186,32,0.566,18.7,Vehicles,8.82,9.62,Ballast,6.62,8.82,1.19,1.19m,Dynamic,12,10.6,3.14,Slight,0.75,3,0.27,0.38,0.49,4.14,1.73,0.54,Adequate,23:15,TRUE
1744,General_Cargo,141,23,0.751,12.4,General Cargo,9,9.11,PartLaden,6.11,5.66,0.5,6.3%,Net,12.8,11.4,4.05,Moderate,2.15,3,0.19,1.07,0.58,4.84,2.43,1.93,Safe,20:45,TRUE
1745,Feeder_Container,136,29,0.647,19.5,Containers,9.4,9.39,Ballast,6.39,7.14,1.28,1.28m,Dynamic,11.9,11.3,1.09,Slight,0.78,3,0.37,0.39,0.74,4.5,1.75,0.47,Marginal,02:45,FALSE
1746,Handymax_Bulk,193,30,0.803,14.8,Grain,11.71,14.71,Laden,11.71,8.43,0.96,0.96m,Net,18.9,17.4,1.54,Moderate,2.16,3,0.26,1.08,0.59,4.93,2.85,1.89,Safe,11:45,FALSE
1747,ULCV,390,60,0.718,22.5,Containers,16.18,12.71,Ballast,9.71,16.18,1.16,12.0%,Dynamic,15.5,14.9,2.95,Moderate,1.9,3,0.67,0.49,0.55,4.71,1.63,0.47,Marginal,22:30,TRUE
1748,LNG_Carrier,328,52,0.76,16.8,LNG,11.3,14.3,Laden,11.3,7.35,0.86,0.86m,Net,18.4,16.8,0.54,Calm,0.24,3,0.32,0,0.79,4.11,3.78,2.92,Safe,01:45,TRUE
1749,Suezmax,278,51,0.825,13.8,Refined Products,16.09,13.81,PartLaden,10.81,8.03,0.8,0.8m,Net,17.2,15.8,8.39,Calm,0.1,3,0.43,0,0.46,3.89,2.96,2.16,Safe,00:45,TRUE
1750,VLCC,348,63,0.835,10.2,Crude Oil,18.9,14.63,PartLaden,13.06,16.99,1.31,10.0%,Gross,20.7,19.7,5.71,Slight,0.76,1.57,0.24,0.22,0.41,2.44,7.64,6.33,Safe,10:00,FALSE
1751,Neo_Panamax,354,52,0.696,21.8,Containers,13.96,16.96,Laden,13.96,8.66,1.52,10.9%,Dynamic,19.9,18.4,1.53,Slight,0.91,3,0.35,0.26,0.71,4.32,2.33,0.81,Adequate,00:00,TRUE
1752,Panamax_Bulk,223,34,0.845,13.2,Grain,13.55,8.81,Ballast,6.1,11.24,0.76,12.4%,Gross,10.1,8.2,0.49,Slight,0.84,2.71,0.29,0.38,0.3,3.68,4,3.24,Safe,15:30,FALSE
1753,Aframax,255,46,0.792,12.6,Refined Products,14.63,17.63,Laden,14.63,7.32,0.93,0.93m,Net,21.4,20.6,5.46,Slight,1.18,3,0.38,0.46,0.35,4.19,2.93,2,Safe,09:30,TRUE
1754,MR_Tanker,185,34,0.778,15.4,Chemicals,10.77,13.77,Laden,10.77,6.73,0.76,7.1%,Net,15.8,15.3,1.52,Moderate,1.26,3,0.16,0.63,0.54,4.33,1.24,0.48,Marginal,04:00,TRUE
1755,Handysize_Bulk,162,27,0.818,13,General Bulk,10.25,8.12,Ballast,5.12,10.25,0.67,13.1%,Gross,8.2,6.8,3.76,Slight,0.52,3,0.23,0.26,0.49,3.98,3.08,2.41,Safe,19:15,TRUE
1756,Car_Carrier,222,31,0.588,18.3,Vehicles,10.33,11.21,PartLaden,8.21,4.89,1.11,1.11m,Dynamic,14.6,13.7,0.34,Very Rough,5.3,3,0.31,1.5,0.38,5.19,1.58,0.47,Marginal,17:15,TRUE
1757,ULCV,398,58,0.69,20.2,Containers,15.8,18.8,Laden,15.8,9.36,0.93,0.93m,Dynamic,21.9,20.9,0.68,Slight,0.71,3,0.69,0.18,0.55,4.42,2.23,1.3,Safe,08:30,TRUE
1758,Aframax,266,44,0.78,14,Refined Products,14.42,17.25,Laden,14.42,10.75,1.32,1.32m,Dynamic,22.7,21.8,2.32,Rough,3.88,2.83,0.22,1.46,0.44,4.95,3.77,2.45,Safe,08:15,FALSE
1759,Cruise_Ship,319,33,0.641,19.1,Passengers,8.73,11.73,Laden,8.73,7.86,0.78,8.9%,Net,13.8,13.2,1.89,Moderate,1.62,3,0.26,0.51,0.64,4.41,1.3,0.52,Adequate,07:00,FALSE
1760,LNG_Carrier,320,44,0.75,16.1,LNG,11.9,11.72,PartLaden,8.72,10.6,0.64,0.64m,Net,14.3,13.5,0.44,Rough,3.85,3,0.27,1.2,0.75,5.22,1.11,0.47,Marginal,11:30,TRUE
1761,LNG_Carrier,283,46,0.753,16.6,LNG,11.2,10.28,Ballast,7.28,10.05,1.64,1.64m,Gross,12.2,11.7,0.53,Slight,0.55,3,0.4,0.19,0.62,4.21,4.92,3.28,Safe,17:30,TRUE
1762,Panamax_Tanker,234,35,0.807,15.9,Chemicals,12.99,15.99,Laden,12.99,6.75,1.35,10.4%,Dynamic,19.6,18.8,2.33,Rough,2.9,3,0.34,1.24,0.71,5.29,2.03,0.68,Adequate,12:15,TRUE
1763,Car_Carrier,194,33,0.613,19.9,Vehicles,8.03,8.66,PartLaden,5.66,6.46,0.5,5.7%,Net,10.8,9.6,2.32,Moderate,1.68,3,0.26,0.84,0.39,4.49,1.04,0.54,Adequate,10:15,TRUE
1764,VLCC,320,57,0.828,11.7,Crude Oil,21.23,12.55,Ballast,9.55,17.48,0.87,0.87m,Dynamic,15.5,14.9,1.72,Very Rough,4.26,3,0.29,1.33,0.75,5.37,1.33,0.46,Marginal,13:30,TRUE
1765,Panamax_Container,284,38,0.675,23.3,Containers,12.51,11.86,PartLaden,8.86,10.27,0.72,8.1%,Dynamic,16.5,14.5,2.46,Slight,1.15,3,0.24,0.4,0.4,4.04,4,3.28,Safe,13:00,FALSE
1766,Handysize_Bulk,168,25,0.793,13.2,General Bulk,9.46,6.77,Ballast,4.73,7.21,0.88,0.88m,Dynamic,12.6,11.9,1.57,Calm,0.1,2.04,0.11,0,0.61,2.76,5.72,4.84,Safe,03:45,FALSE
1767,Suezmax,300,49,0.834,13,Refined Products,16.6,19.6,Laden,16.6,12.31,1.99,12.0%,Gross,25.3,24.6,1.87,Slight,0.66,3,0.28,0.22,0.77,4.27,8.7,6.71,Safe,21:00,TRUE
1768,Handysize_Bulk,158,27,0.792,13.1,Steel,8.76,11.76,Laden,8.76,4.38,0.81,9.2%,Dynamic,14.3,13.6,11.84,Moderate,2.14,3,0.16,1.07,0.35,4.58,1.31,0.5,Adequate,15:30,TRUE
1769,Handysize_Bulk,154,28,0.81,12.9,Steel,9.57,12.57,Laden,9.57,4.79,0.77,0.77m,Net,15.3,13.9,1.74,Rough,2.57,3,0.2,1.28,0.7,5.18,1.25,0.48,Marginal,15:00,TRUE
1770,Handysize_Bulk,146,29,0.791,12.6,Grain,9.8,11.17,PartLaden,8.17,8.71,0.73,8.9%,Net,13.2,12.4,2.25,Slight,1.09,3,0.25,0.55,0.64,4.44,1.23,0.5,Adequate,23:45,TRUE
1771,Feeder_Container,162,23,0.612,16.9,Containers,10.65,10.46,PartLaden,7.46,9.41,0.75,10.1%,Dynamic,13.1,12.5,4.31,Slight,0.95,3,0.26,0.47,0.42,4.15,1.91,1.16,Safe,08:00,FALSE
1772,MR_Tanker,170,31,0.781,13.1,Chemicals,10.38,7.69,Ballast,5.71,9.32,1.83,1.83m,Gross,13,11.1,10.94,Moderate,1.58,1.98,0.16,0.79,0.69,3.62,7.29,5.46,Safe,09:00,FALSE
1773,General_Cargo,167,28,0.75,13.6,General Cargo,7.75,7.26,Ballast,4.26,7.75,0.54,12.6%,Gross,11.2,10.6,2.28,Calm,0.4,3,0.13,0,0.31,3.44,6.94,6.4,Safe,01:15,TRUE
1774,LNG_Carrier,313,44,0.738,18,LNG,11.53,14.53,Laden,11.53,7.49,1.79,1.79m,Gross,18.9,17,1.77,Very Rough,5.99,3,0.36,1.5,0.4,5.26,7.37,5.58,Safe,02:30,TRUE
1775,Capesize_Bulk,289,44,0.86,14,Coal,18,18.2,PartLaden,15.2,15.04,0.83,0.83m,Net,23,22.5,1.21,Rough,3.79,3,0.3,1.31,0.68,5.29,3.19,2.36,Safe,21:30,FALSE
1776,Feeder_Container,135,24,0.611,16.2,Containers,10.87,10.85,PartLaden,7.85,5.88,0.88,11.2%,Dynamic,13.4,12,2.5,Moderate,1.87,3,0.2,0.94,0.78,4.92,1.41,0.53,Adequate,01:00,TRUE
1777,Suezmax,281,50,0.82,12.8,Refined Products,16.68,16.62,PartLaden,13.62,14.57,0.84,0.84m,Dynamic,18.6,18,2.78,Slight,0.93,3,0.28,0.33,0.49,4.1,1.37,0.53,Adequate,10:45,TRUE
1778,Handymax_Bulk,182,31,0.813,14.7,Grain,12.25,8.88,Ballast,5.88,12.25,0.64,10.9%,Dynamic,10.3,9.2,0.1,Calm,0.23,3,0.3,0,0.7,4,1.12,0.48,Marginal,02:45,TRUE
1779,Panamax_Container,284,32,0.678,23.6,Containers,13.24,16.24,Laden,13.24,8.61,0.71,0.71m,Net,18.7,17.8,1.41,Moderate,1.87,3,0.36,0.66,0.71,4.73,1.44,0.73,Adequate,00:45,FALSE
1780,Feeder_Container,134,30,0.642,17.4,Containers,10.47,10.12,Ballast,7.12,10.47,0.52,7.2%,Net,12.1,11.4,3.68,Slight,1.17,3,0.35,0.58,0.74,4.67,1.05,0.53,Adequate,04:30,FALSE
1781,Feeder_Container,198,23,0.637,16.2,Containers,10.21,9.94,Ballast,6.94,10.21,0.5,6.1%,Net,12.6,10.9,0.75,Slight,0.88,3,0.24,0.44,0.3,3.98,1.98,1.48,Safe,08:15,TRUE
1782,Handymax_Bulk,179,29,0.826,13.1,Grain,10.86,13.86,Laden,10.86,5.21,1.24,11.4%,Dynamic,16.2,15.5,2.28,Moderate,1.65,3,0.25,0.82,0.77,4.84,1.27,0.03,Marginal,17:45,FALSE
1783,Cruise_Ship,299,34,0.63,22.7,Passengers,8.34,10.51,Ballast,7.51,8.34,1.51,1.51m,Gross,15,13.1,4.63,Slight,1.16,3,0.2,0.39,0.36,3.95,7.49,5.98,Safe,14:00,TRUE
1784,Handymax_Bulk,197,30,0.833,13.2,Fertilizer,10.22,12.9,Laden,10.22,6.1,0.96,9.4%,Net,17.7,16.3,4.47,Moderate,1.33,2.68,0.23,0.67,0.66,4.24,3.9,2.94,Safe,17:15,FALSE
1785,ULCV,391,57,0.715,21.2,Containers,15.28,12.17,Ballast,9.17,15.28,0.94,10.3%,Dynamic,15.9,15.2,2.2,Slight,0.94,3,0.8,0.24,0.57,4.61,2.69,1.75,Safe,17:15,TRUE
1786,LNG_Carrier,340,50,0.749,19.7,LNG,11.98,11.94,PartLaden,8.94,10.13,1.06,1.06m,Gross,16.7,15.1,2.42,Slight,0.77,3,0.35,0.23,0.65,4.23,7.76,6.7,Safe,19:45,FALSE
1787,Car_Carrier,193,34,0.566,18.6,Vehicles,10.21,10.42,PartLaden,7.42,6.09,0.83,11.3%,Gross,13.6,12.2,1.81,Calm,0.08,3,0.19,0,0.8,3.99,6.18,5.35,Safe,08:45,TRUE
1788,General_Cargo,151,26,0.714,12.7,General Cargo,8.87,9.67,PartLaden,6.67,8.04,0.5,7.2%,Net,13.3,12.1,3.1,Slight,0.75,3,0.16,0.38,0.72,4.26,3.09,2.59,Safe,14:15,TRUE
1789,ULCV,392,62,0.716,23.2,Containers,14.91,17.91,Laden,14.91,8.95,0.72,0.72m,Net,20.9,20.1,2.32,Moderate,2.46,3,0.67,0.63,0.38,4.68,1.69,0.97,Adequate,18:00,TRUE
1790,Panamax_Bulk,221,35,0.852,13.9,Grain,13,8.85,Ballast,5.85,13,0.79,13.5%,Gross,12.6,10.9,1.02,Slight,1.07,3,0.25,0.48,0.48,4.21,6.75,5.96,Safe,19:00,TRUE
1791,LNG_Carrier,313,46,0.738,19.6,LNG,12.45,15.45,Laden,12.45,8.09,1.79,14.4%,Gross,18.6,17.7,1.8,Moderate,1.99,3,0.54,0.64,0.78,4.96,6.15,4.36,Safe,12:30,FALSE
1792,MR_Tanker,183,33,0.795,15.4,Chemicals,9.86,12.86,Laden,9.86,5.42,1.31,1.31m,Dynamic,15.7,14.3,2.96,Moderate,1.44,3,0.34,0.72,0.75,4.81,1.78,0.47,Marginal,19:15,TRUE
1793,Neo_Panamax,351,51,0.677,23,Containers,15.16,18.16,Laden,15.16,9.4,1.61,10.6%,Gross,22.9,21.4,5.87,Slight,1.03,3,0.65,0.29,0.3,4.24,7.74,6.13,Safe,03:30,TRUE
