vessel_id,imo_number,flagState,flagStateName,vessel_name,vessel_type,loa,beam,draft,grossTonnage,cargoType,cargoVolume,cargoUnit
2183,9134983,MH,Marshall Islands,NAVIG8 CONFIDENCE I,Chemical Tanker,174,31,9.9,12083,Vegetable Oils,16614,MT
2184,9341412,PA,Panama,BW PRINCESS III,LPG Carrier,251,39,10.6,51417,Propane,62909,CBM
2185,9634056,US,United States,REGIONAL SHUTTLE IV,Feeder Container,175,29,9.5,25846,Containers,1044,TEU
2186,9666298,MH,Marshall Islands,HYUNDAI SPIRIT IV,LNG Carrier,308,54,11.4,164921,LNG,261618,CBM
2187,9992200,DE,Germany,COASTAL SHUTTLE 2,Feeder Container,137,25,8.4,15013,Containers,1660,TEU
2188,9308869,KR,South Korea,TORM SPIRIT IV,Aframax,265,42,12.8,60901,Fuel Oil,85741,MT
2189,9299545,MT,Malta,ONE HARMONY I,Neo-Panamax Container,359,50,13.7,143400,Containers,12159,TEU
2190,9097394,JP,Japan,HAPAG EAGLE II,Neo-Panamax Container,328,48,14.6,155663,Containers,15367,TEU
2191,9421938,FR,France,COSCO GLORY 5,ULCV,380,59,16.5,215851,Containers,22886,TEU
2192,9611544,SG,Singapore,REGIONAL SERVICE 5,Feeder Container,137,26,9.3,28264,Containers,2481,TEU
2193,9115204,AE,UAE,TORM LAURA 1,MR Tanker,179,28,11.1,36891,Naphtha,50046,MT
2194,9882603,LR,Liberia,SUNRISE TRADER I,Panamax Bulk,220,34,12.8,53505,Coal,72468,MT
2195,9287827,MT,Malta,CAPE PROSPERITY III,Capesize Bulk,286,50,16.9,118013,Iron Ore,160411,MT
2196,9696358,PA,Panama,GOLDEN TRADER IV,Panamax Bulk,245,38,14.5,37978,Iron Ore,79525,MT
2197,9346539,NO,Norway,STOLT PRECISION 1,Chemical Tanker,169,27,8.9,11356,Chemicals,21237,MT
2198,9931158,MH,Marshall Islands,ZIM ASIA 3,Panamax Container,280,36,12.4,72936,Containers,4650,TEU
2199,9848190,JP,Japan,GLOBAL TRADER 6,General Cargo,155,20,7.7,9184,General Cargo,13960,MT
2200,9724735,HK,Hong Kong,PACIFIC MERCHANT IV,Handymax Bulk,173,29,12.2,24012,Grain,39166,MT
2201,9124648,HK,Hong Kong,COASTAL EXPRESS 2,Feeder Container,187,24,8.7,8045,Containers,2353,TEU
2202,9875120,CN,China,STOLT EXCELLENCE I,Chemical Tanker,168,26,10.8,32181,Chemicals,38985,MT
2203,9367121,GB,United Kingdom,JUMBO STAR,Heavy Lift,169,34,9.8,25203,Modules,30146,MT
2204,9064335,LR,Liberia,SAL STAR III,Heavy Lift,174,27,9.9,27460,Modules,11967,MT
2205,9883540,CY,Cyprus,GLOVIS TRIUMPH V,PCTC,199,32,8.9,61451,Cars,4606,CEU
2206,9665874,PA,Panama,REGIONAL SERVICE 3,Feeder Container,195,24,9.3,8717,Containers,2566,TEU
2207,9327094,CY,Cyprus,ASIA MERCHANT 5,General Cargo,168,25,8.5,18469,Timber,18532,MT
2208,9132636,JP,Japan,SUPRA UNITY 5,Supramax Bulk,192,33,11.2,43065,Grain,60938,MT
2209,9829686,DE,Germany,HAFNIA PRINCESS IV,Aframax,245,43,14,78182,Dirty Petroleum Products,81232,MT
2210,9948143,PA,Panama,ISLAND JADE V,Handysize Bulk,157,30,9.8,22339,General Bulk,39286,MT
2211,9551941,DE,Germany,HAFNIA SOFIA IV,MR Tanker,185,32,11.5,38056,Diesel,52221,MT
2212,9231206,MH,Marshall Islands,EURO PROGRESS 5,General Cargo,147,27,8.9,10366,Bagged Goods,23198,MT
2213,9027915,MT,Malta,TORM SOFIA 3,MR Tanker,178,28,9.6,25536,Gasoline,42544,MT
2214,9001141,PA,Panama,STENA SOFIA 1,MR Tanker,175,31,10.6,39106,Jet Fuel,54943,MT
2215,9169655,CN,China,COASTAL PEARL I,Handysize Bulk,176,25,10.1,22303,Scrap Metal,31936,MT
2216,9540346,PA,Panama,SUNNY DIAMOND 8,Handysize Bulk,140,26,10.2,21630,Scrap Metal,37528,MT
2217,9865069,HK,Hong Kong,TRANS UNITY 7,Supramax Bulk,212,35,12.5,30960,Fertilizer,58545,MT
2218,9015651,DE,Germany,TORM LIGHT III,Aframax,242,47,13.6,51488,Dirty Petroleum Products,88074,MT
2219,9432729,GR,Greece,MSC TRUST V,Neo-Panamax Container,335,49,14.5,103771,Containers,13356,TEU
2220,9799737,KR,South Korea,MAERSK HARMONY V,Neo-Panamax Container,357,50,14.5,115376,Containers,15150,TEU
2221,9341406,HK,Hong Kong,HANDY CARRIER IV,Handymax Bulk,186,32,10.8,34684,Grain,39166,MT
2222,9733544,LR,Liberia,GLOBAL NAVIGATOR,VLCC,348,56,18.2,160928,Crude Oil,256616,MT
2223,9512704,AE,UAE,NORDIC INTEGRITY V,Chemical Tanker,154,24,8.6,32590,Methanol,19916,MT
2224,9868458,PA,Panama,NORDIC SPIRIT V,Aframax,246,45,12.5,77580,Fuel Oil,104279,MT
2225,9790209,GR,Greece,EAGLE TITAN,VLCC,320,62,18,238488,Crude Oil,287647,MT
2226,9987173,LR,Liberia,GENER8 MAX I,Suezmax,290,54,16.5,164377,Fuel Oil,121788,MT
2227,9580392,NO,Norway,HMM TRIUMPH III,ULCV,385,56,14.9,229811,Containers,20687,TEU
2228,9408165,PA,Panama,PIL ATLANTIC V,Panamax Container,271,38,13,67158,Containers,4742,TEU
2229,9370131,SG,Singapore,ARDMORE UNITY V,Panamax Tanker,239,34,11.8,51998,Fuel Oil,56557,MT
2230,9504962,AE,UAE,EURO TRADER 3,General Cargo,141,26,7.9,18934,Steel,23163,MT
2231,9242734,US,United States,GLOBAL TRADER 4,General Cargo,146,21,8.6,14463,General Cargo,16615,MT
2232,9760080,PA,Panama,FRONT CHAMPION IV,VLCC,334,61,18.1,163623,Crude Oil,276211,MT
2233,9085046,MT,Malta,TRANS PROGRESS 4,Supramax Bulk,192,31,12.4,32863,Fertilizer,57242,MT
2234,9884794,HK,Hong Kong,MSC EXPRESS I,Neo-Panamax Container,363,48,13.8,147887,Containers,14170,TEU
2235,9203424,KR,South Korea,ULTRA FORTUNE 7,Supramax Bulk,219,32,11.3,44901,Fertilizer,50291,MT
2236,9849594,CY,Cyprus,ZIM PACIFIC I,Panamax Container,278,35,12.8,60263,Containers,4096,TEU
2237,9577838,CN,China,PACIFIC SPIRIT 1,Handymax Bulk,190,33,12.4,27892,Fertilizer,43333,MT
2238,9810129,HK,Hong Kong,NORDIC EXCELLENCE 8,Chemical Tanker,160,28,10.8,23878,Vegetable Oils,34289,MT
2239,9333693,PA,Panama,HAFNIA PERFORMANCE I,Panamax Tanker,223,37,13.5,44312,Fuel Oil,67435,MT
2240,9901735,PA,Panama,SK GRACE II,LNG Carrier,344,45,11.5,111333,LNG,160739,CBM
2241,9627363,HK,Hong Kong,SUNRISE TRADER 1,Panamax Bulk,242,35,14,49893,Bauxite,80905,MT
2242,9921720,LR,Liberia,PACIFIC CARRIER 6,Handymax Bulk,187,31,10.3,30721,Fertilizer,45192,MT
2243,9497581,MH,Marshall Islands,GLOBAL TRADER 7,General Cargo,145,23,8.4,18120,Steel,22004,MT
2244,9829205,MH,Marshall Islands,GLOVIS HIGHWAY V,PCTC,202,36,9.2,66488,Trucks,5958,CEU
2245,9800082,IT,Italy,REGIONAL SHUTTLE 5,Feeder Container,131,29,8.7,12139,Containers,2153,TEU
2246,9872904,GR,Greece,NAVIGATOR STAR IV,LPG Carrier,221,33,10.5,62066,LPG,70492,CBM
2247,9345932,DK,Denmark,SAL STAR 3,Heavy Lift,159,29,9.1,24241,Modules,19829,MT
2248,9758994,IN,India,FEEDER EXPRESS 2,Feeder Container,164,24,10.7,15757,Containers,2401,TEU
2249,9911491,DK,Denmark,STOLT INTEGRITY II,Chemical Tanker,159,27,10.1,24129,Vegetable Oils,42073,MT
2250,9231930,HK,Hong Kong,BALTIC PRINCESS 1,Aframax,258,44,13,54781,Crude Oil,118971,MT
2251,9878920,MT,Malta,NORDIC QUEEN III,Aframax,265,48,14,84521,Crude Oil,110303,MT
2252,9776668,KR,South Korea,TIDEWATER SUPPORTER IV,Offshore Supply,75,23,6,5410,Water,5133,MT
2253,9897340,MH,Marshall Islands,BOURBON SERVER 6,Offshore Supply,95,23,6.2,3222,Deck Cargo,3379,MT
2254,9375088,HK,Hong Kong,TRANS PROGRESS 371,General Cargo,130,28,8.8,9992,Steel,22571,MT
2255,9470831,PA,Panama,GLOVIS LEADER III,PCTC,216,31,8.8,74332,Heavy Machinery,4485,CEU
2256,9425301,LR,Liberia,PACIFIC TRADER 9,Panamax Bulk,231,35,14.1,54420,Bauxite,80155,MT
2257,9404090,SG,Singapore,NORWEGIAN MAGIC,Cruise Ship,347,39,7.6,210816,Passengers,4325,PAX
2258,9845593,PA,Panama,X-PRESS EXPRESS 5,Feeder Container,195,29,10.7,8012,Containers,1773,TEU
2259,9454878,PA,Panama,COSCO GLORY V,ULCV,380,58,16.3,224508,Containers,22182,TEU
2260,9857270,HK,Hong Kong,MSC HARMONY I,Neo-Panamax Container,328,50,14.7,140858,Containers,12232,TEU
2261,9795712,DK,Denmark,WAN HAI ATLANTIC 9,Panamax Container,291,32,12.3,54316,Containers,5437,TEU
2262,9826421,IN,India,HAFNIA LAURA IV,MR Tanker,182,34,10.8,29779,Jet Fuel,40019,MT
2263,9560842,CN,China,X-PRESS SERVICE 9,Feeder Container,160,29,9.1,27032,Containers,2794,TEU
2264,9893895,MT,Malta,COASTAL PEARL 6,Handysize Bulk,145,25,10.5,15903,Scrap Metal,29307,MT
2265,9997683,HK,Hong Kong,STENA VICTORIA II,MR Tanker,182,31,10,23155,Clean Petroleum Products,36839,MT
2266,9869854,JP,Japan,COASTAL DIAMOND V,Handysize Bulk,162,29,9.6,24991,Grain,38298,MT
2267,9254626,MH,Marshall Islands,OCEAN GLORY III,Capesize Bulk,290,48,16.6,118310,Iron Ore,162059,MT
2268,9388689,SG,Singapore,STENA UNITY I,Panamax Tanker,228,36,11.4,50167,Clean Petroleum Products,73883,MT
2269,9394472,JP,Japan,TALLINK ADVENTURER 8,Passenger Ferry,180,26,7.6,43989,Passengers,3498,PAX
2270,9310862,GR,Greece,MSC MAGIC,Cruise Ship,323,34,8.4,96863,Passengers,2069,PAX
2271,9993367,PA,Panama,NORDIC SPIRIT IV,Aframax,244,47,13.9,55494,Fuel Oil,100417,MT
2272,9158830,PA,Panama,MINERVA PRIDE IV,Suezmax,276,55,15.9,161954,Fuel Oil,140336,MT
2273,9416615,GR,Greece,EURO TRADER 5,General Cargo,159,22,9,18735,Timber,23918,MT
2274,9052623,LR,Liberia,ARDMORE VICTORIA 8,MR Tanker,172,30,10.1,26285,Naphtha,42574,MT
2275,9137313,PA,Panama,EURO TRADER 2,General Cargo,144,22,7.7,10948,Bagged Goods,20413,MT
2276,9254649,PA,Panama,FEEDER SHUTTLE 9,Feeder Container,145,30,9.2,19253,Containers,1533,TEU
2277,9768291,LR,Liberia,ATLANTIC TRADER II,Handymax Bulk,184,30,10.9,23994,Steel Coils,54160,MT
2278,9029563,DK,Denmark,TRANS PROGRESS 3,Supramax Bulk,216,33,11.7,28411,Fertilizer,53142,MT
2279,9768184,PA,Panama,ISLAND RUBY V,Handysize Bulk,148,30,9.5,23309,Grain,23715,MT
2280,9067759,LR,Liberia,NORDIC CONFIDENCE 9,Chemical Tanker,174,24,10.3,10647,Caustic Soda,40864,MT
2281,9660141,GR,Greece,COASTAL PEARL 3,Handysize Bulk,179,30,9,15012,Steel Products,37126,MT
2282,9856069,CN,China,NORTH SEA HIGHWAY I,RoRo Cargo,173,25,8.7,26178,Trailers,4502,LM
2283,9169216,BS,Bahamas,WAN HAI ASIA II,Panamax Container,263,37,12,65378,Containers,5193,TEU
2284,9133480,PA,Panama,BOURBON SUPPORTER 4,Offshore Supply,93,21,7.5,4590,Drilling Supplies,3774,MT
2285,9502691,CN,China,PACIFIC TRADER 6,Panamax Bulk,243,34,12.9,52130,Bauxite,84248,MT
2286,9959224,PA,Panama,MSC TRUST IV,Neo-Panamax Container,364,50,14.3,135104,Containers,12561,TEU
2287,9281097,LR,Liberia,PACIFIC VICTORY,VLCC,336,61,18.9,195134,Crude Oil,297040,MT
2288,9961900,MH,Marshall Islands,OCEAN PROSPERITY III,Capesize Bulk,276,45,18.5,84024,Coal,191871,MT
2289,9265817,DK,Denmark,HANDY JADE 8,Handysize Bulk,153,30,10.3,24401,Logs,34902,MT
2290,9814561,SG,Singapore,MSC SYMPHONY III,Cruise Ship,332,40,9.4,129174,Passengers,3525,PAX
2291,9588445,MT,Malta,ONE HARMONY 6,Neo-Panamax Container,360,52,14.7,151324,Containers,15669,TEU
2292,9574390,PA,Panama,SUNRISE TRADER 7,Panamax Bulk,241,33,13.8,47144,Bauxite,76951,MT
2293,9983173,FR,France,STENA SPIRIT III,Passenger Ferry,196,30,6.3,21818,Vehicles,3403,PAX
2294,9316214,KR,South Korea,ATLANTIC MERCHANT 6,Handymax Bulk,184,29,10.4,33395,Grain,35881,MT
2295,9514686,LR,Liberia,TALLINK ADVENTURER 5,Passenger Ferry,197,28,7.2,41021,Vehicles,3014,PAX
2296,9996450,KR,South Korea,HAFNIA LAURA 7,MR Tanker,190,30,10.2,33744,Diesel,40559,MT
2297,9918906,BS,Bahamas,X-PRESS LINK 7,Feeder Container,190,25,10.1,29419,Containers,1513,TEU
2298,9310295,SG,Singapore,STENA LAURA II,MR Tanker,190,28,11.2,24823,Jet Fuel,54453,MT
2299,9083867,US,United States,GLOBAL TRADER 5,General Cargo,134,26,7.9,11013,Timber,18166,MT
2300,9954261,JP,Japan,MSC TRUST III,Neo-Panamax Container,321,48,14.4,130582,Containers,14804,TEU
2301,9998562,LR,Liberia,HAFNIA PROGRESS III,Panamax Tanker,227,36,11.4,44422,Fuel Oil,64435,MT
2302,9351719,LR,Liberia,X-PRESS EXPRESS 4,Feeder Container,145,27,9.6,21614,Containers,1669,TEU
2303,9231962,PA,Panama,GOLDEN CARRIER 8,Panamax Bulk,221,38,14.2,50496,Iron Ore,74642,MT
2304,9414819,HK,Hong Kong,ARDMORE PERFORMANCE IV,Panamax Tanker,249,37,12.4,47149,Clean Petroleum Products,59584,MT
2305,9736018,GR,Greece,ULTRA HARMONY 3,Supramax Bulk,211,33,11.1,37741,Steel Products,60571,MT
2306,9731615,LR,Liberia,WAN HAI ASIA 7,Panamax Container,288,34,12.7,73156,Containers,4632,TEU
2307,9808627,PA,Panama,SUEZ MAX V,Suezmax,294,51,16,80063,Crude Oil,124665,MT
2308,9209504,PA,Panama,SCORPIO PROGRESS I,Panamax Tanker,248,34,12.1,50167,Gasoil,65762,MT
2309,9070086,CY,Cyprus,ASIA PROGRESS 1,General Cargo,162,25,7.8,11875,Steel,21204,MT
2310,9137764,PH,Philippines,FEEDER SHUTTLE 3,Feeder Container,189,23,9.4,10503,Containers,1950,TEU
2311,9359629,MT,Malta,GOLDEN MERCHANT IV,Panamax Bulk,241,35,12.8,45859,Bauxite,70431,MT
2312,9377440,PA,Panama,ISLAND JADE 8,Handysize Bulk,173,29,9.1,20279,Logs,27816,MT
2313,9924444,CN,China,CAPE VICTORY IV,Capesize Bulk,278,49,18.3,88708,Coal,197909,MT
2314,9260618,MH,Marshall Islands,WAN HAI PACIFIC IV,Panamax Container,278,33,12.4,57040,Containers,5233,TEU
2315,9082710,MH,Marshall Islands,HANSA FALCON III,Heavy Lift,140,26,9.8,20474,Modules,30939,MT
2316,9573951,SG,Singapore,ASIA TRADER 3,General Cargo,120,21,9,8689,General Cargo,21845,MT
2317,9643737,LR,Liberia,MINERVA LIGHT II,Suezmax,270,54,15.6,164800,Fuel Oil,152574,MT
2318,9501980,MT,Malta,K LINE CHAMPION III,PCTC,213,30,9,50819,Vehicles,5432,CEU
2319,9414104,GR,Greece,ULTRA FORTUNE 1,Supramax Bulk,217,30,12,28846,Fertilizer,63987,MT
2320,9351341,LR,Liberia,X-PRESS EXPRESS 3,Feeder Container,171,24,10.6,26278,Containers,2118,TEU
2321,9559013,AE,UAE,STAR GLORY II,Capesize Bulk,286,50,18.4,80194,Iron Ore,187955,MT
2322,9201529,BS,Bahamas,ATLANTIC TRADER 6,RoRo Cargo,206,30,7.3,16932,Project Cargo,3336,LM
2323,9283415,NO,Norway,GOLDEN TRADER 2,Panamax Bulk,250,32,14,46085,Grain,74992,MT
2324,9652107,GB,United Kingdom,BOURBON SERVER II,Offshore Supply,84,22,7.3,3863,Drilling Supplies,3856,MT
2325,9451052,CY,Cyprus,DOF SUPPORTER 4,Offshore Supply,96,24,7,4862,Water,3794,MT
2326,9106176,BS,Bahamas,BALTIC CARRIER IV,RoRo Cargo,162,29,8.9,37780,Heavy Equipment,2926,LM
2327,9739998,TW,Taiwan,STENA ANNE IV,MR Tanker,178,33,10.4,29646,Gasoline,40932,MT
2328,9517172,MH,Marshall Islands,SWIRE SUPPORTER 5,Offshore Supply,82,22,7.4,3821,Fuel,5489,MT
2329,9788756,PA,Panama,BIGLIFT GIANT,Heavy Lift,152,32,8.5,14510,Heavy Lift,29704,MT
2330,9071356,SG,Singapore,BOURBON SERVER IV,Offshore Supply,74,21,6,4786,Water,4066,MT
2331,9847933,GB,United Kingdom,COASTAL SHUTTLE 4,Feeder Container,141,26,9.8,23083,Containers,1549,TEU
2332,9103399,SG,Singapore,ULTRA PROGRESS 9,Supramax Bulk,203,33,12.6,36130,Sugar,63692,MT
2333,9055724,HK,Hong Kong,X-PRESS SERVICE 2,Feeder Container,163,24,9.2,25464,Containers,1712,TEU
2334,9708523,HK,Hong Kong,TORM STAR 1,Aframax,261,43,12.7,60779,Fuel Oil,99451,MT
2335,9983865,PA,Panama,MAERSK EXPRESS 4,Neo-Panamax Container,353,52,13.5,118540,Containers,14432,TEU
2336,9493313,AE,UAE,INTER FORTUNE V,Supramax Bulk,204,31,11.8,31813,Grain,63424,MT
2337,9262819,GR,Greece,COSCO ACE 9,ULCV,397,57,15.6,194333,Containers,23264,TEU
2338,9841983,LR,Liberia,SUNNY RUBY I,Handysize Bulk,171,27,9.3,22836,Grain,32744,MT
2339,9655216,LR,Liberia,GLOVIS CHAMPION II,PCTC,219,35,10.1,76988,Heavy Machinery,7500,CEU
2340,9079178,MH,Marshall Islands,SUNNY PEARL I,Handysize Bulk,157,27,10.2,23167,Grain,25891,MT
2341,9967858,IN,India,IRON GLORY I,Capesize Bulk,271,46,17.9,94792,Coal,164011,MT
2342,9851389,MH,Marshall Islands,DOLE EXPRESS II,Reefer,140,22,8.4,14183,Fish,637864,CBF
2343,9055945,JP,Japan,POLAR EXPRESS IV,Reefer,145,25,8.2,12469,Fruits,584326,CBF
2344,9508375,PA,Panama,CAPE GLORY III,Capesize Bulk,286,46,18,112600,Coal,202545,MT
2345,9238068,MT,Malta,GLOVIS TRIUMPH I,PCTC,219,31,9.2,62442,Heavy Machinery,5431,CEU
2346,9850021,GR,Greece,PANA MERCHANT II,Panamax Bulk,242,35,13.5,35889,Coal,79150,MT
2347,9587941,SG,Singapore,ISLAND DIAMOND 5,Handysize Bulk,164,26,9.5,20855,Steel Products,20104,MT
2348,9966148,JP,Japan,BOURBON SERVER 4,Offshore Supply,75,19,7,3267,Fuel,4032,MT
2349,9782906,GR,Greece,GLOBAL MERCHANT 4,General Cargo,139,26,9.1,17707,Machinery,8043,MT
2350,9019340,FR,France,YANG MING EXPRESS I,Neo-Panamax Container,342,51,14,157286,Containers,14082,TEU
2351,9798862,DE,Germany,INTER HARMONY 8,Supramax Bulk,204,33,12,32070,Grain,55636,MT
2352,9747932,LR,Liberia,BALTIC LINK 1,RoRo Cargo,187,32,8.6,15777,Heavy Equipment,3299,LM
2353,9303097,MH,Marshall Islands,SUNRISE HARVEST I,Panamax Bulk,250,32,14.2,50744,Grain,83179,MT
2354,9361952,GB,United Kingdom,REGIONAL EXPRESS 9,Feeder Container,172,24,8.1,28013,Containers,2189,TEU
2355,9259729,HK,Hong Kong,STAR MERCHANT 5,Handymax Bulk,193,29,12.1,27052,Logs,38163,MT
2356,9350656,CN,China,SCORPIO PERFORMANCE V,Panamax Tanker,221,34,12.7,42552,Gasoil,67000,MT
2357,9319190,CY,Cyprus,STENA ADVENTURER 5,Passenger Ferry,220,26,7.5,55116,Passengers,2350,PAX
2358,9441416,BS,Bahamas,HOEGH LEADER 4,PCTC,216,34,8.4,66522,Heavy Machinery,5641,CEU
2359,9446613,LR,Liberia,SCORPIO VICTORIA IV,MR Tanker,175,31,9.8,32032,Jet Fuel,41101,MT
2360,9886124,MH,Marshall Islands,SCORPIO UNITY I,Panamax Tanker,238,33,13.5,40218,Clean Petroleum Products,58270,MT
2361,9224821,DK,Denmark,GLOBAL TITAN II,VLCC,336,65,19.9,314233,Crude Oil,283034,MT
2362,9455015,IN,India,POLAR STAR II,Reefer,154,25,8.3,13863,Fish,641720,CBF
2363,9753617,PA,Panama,CARNIVAL MAGIC,Cruise Ship,320,33,8.3,154114,Passengers,3680,PAX
2364,9360130,GR,Greece,NORDIC LIGHT V,Aframax,263,42,13.4,84350,Dirty Petroleum Products,103584,MT
2365,9743775,MY,Malaysia,ARDMORE ANNE V,MR Tanker,189,34,10.8,36704,Gasoline,50086,MT
2366,9196844,MH,Marshall Islands,BOURBON PROVIDER I,Offshore Supply,76,23,5.8,4413,Fuel,5313,MT
2367,9708753,HK,Hong Kong,INTER FORTUNE 4,Supramax Bulk,199,30,11.8,38587,Fertilizer,61496,MT
2368,9432062,PA,Panama,PACIFIC SPIRIT I,Handymax Bulk,196,30,11.6,32475,Cement,44490,MT
2369,9679068,NL,Netherlands,MOL HIGHWAY 4,PCTC,205,31,9,56230,Trucks,4807,CEU
2370,9225863,US,United States,MAERSK FUTURE III,Neo-Panamax Container,325,50,13.7,109134,Containers,14047,TEU
2371,9720875,SG,Singapore,K LINE TRIUMPH III,PCTC,205,33,9,46856,Trucks,6620,CEU
2372,9734353,GR,Greece,COASTAL JADE 9,Handysize Bulk,161,28,8.7,20561,Steel Products,39149,MT
2373,9839315,JP,Japan,BALTIC HIGHWAY I,RoRo Cargo,202,30,8.1,15490,Project Cargo,5022,LM
2374,9165899,HK,Hong Kong,NORTH SEA TRADER 5,RoRo Cargo,177,27,7.9,16925,Heavy Equipment,4731,LM
2375,9953067,LR,Liberia,DOLE STAR I,Reefer,154,23,9.4,13550,Dairy,413560,CBF
2376,9048851,MH,Marshall Islands,STOLT PRECISION I,Chemical Tanker,155,26,9.1,30592,Phosphoric Acid,22023,MT
2377,9404484,BS,Bahamas,TRANS MERCHANT 3,General Cargo,149,21,9.7,9136,Bagged Goods,12421,MT
2378,9490333,BS,Bahamas,TORM MARY 3,MR Tanker,170,33,10.3,24442,Jet Fuel,39134,MT
2379,9557339,NO,Norway,ISLAND PEARL I,Handysize Bulk,143,28,9.6,13974,Scrap Metal,33940,MT
2380,9143135,LR,Liberia,X-PRESS SERVICE 950,Feeder Container,199,24,9.7,25936,Containers,1474,TEU
2381,9015551,NO,Norway,SUPRA FORTUNE 2,Supramax Bulk,191,31,12.8,42720,Fertilizer,61691,MT
2382,9413498,DK,Denmark,STAR CARRIER 8,Handymax Bulk,170,29,12.2,29794,Logs,41449,MT
2383,9236149,LR,Liberia,STAR TRADER 3,Handymax Bulk,187,30,10.8,26262,Logs,41882,MT
2384,9651315,HK,Hong Kong,HANDY RUBY 1,Handysize Bulk,177,30,10.1,18780,Grain,28316,MT
2385,9597587,HK,Hong Kong,ARDMORE SOFIA IV,MR Tanker,185,34,10.9,31107,Naphtha,37416,MT
2386,9617481,SG,Singapore,MAERSK EAGLE I,Neo-Panamax Container,362,48,14.5,130909,Containers,12029,TEU
2387,9134483,GR,Greece,ARDMORE SOFIA II,MR Tanker,170,31,10.3,23687,Naphtha,53071,MT
2388,9338467,PA,Panama,COSCO TRIUMPH V,ULCV,395,56,15.1,190020,Containers,20054,TEU
2389,9037837,NO,Norway,ISLAND RUBY 2,Handysize Bulk,146,28,8.7,22553,Scrap Metal,31547,MT
2390,9592217,JP,Japan,ATLANTIC CARRIER II,RoRo Cargo,170,29,8.7,41870,Rolling Cargo,3263,LM
2391,9794312,CY,Cyprus,ULTRA HARMONY II,Supramax Bulk,206,31,12.2,38441,Steel Products,52337,MT
2392,9130023,PA,Panama,SEA VOYAGER,VLCC,339,68,19.6,199087,Crude Oil,287935,MT
2393,9725832,BS,Bahamas,K LINE LEADER II,PCTC,193,34,9.2,60487,Heavy Machinery,4105,CEU
2394,9877794,DK,Denmark,SCORPIO EMMA 8,MR Tanker,180,29,10.7,26597,Diesel,36773,MT
2395,9552078,ID,Indonesia,COASTAL EXPRESS 8,Feeder Container,149,29,10.1,20656,Containers,1807,TEU
2396,9564842,GR,Greece,EVER ACE V,ULCV,400,60,16.1,202777,Containers,23083,TEU
2397,9757302,MH,Marshall Islands,BW PIONEER IV,LPG Carrier,208,39,11.6,45231,LPG,72458,CBM
2398,9062342,LR,Liberia,ARDMORE PERFORMANCE 1,Panamax Tanker,243,34,12,53754,Fuel Oil,55430,MT
2399,9879687,IN,India,GLOBAL PROGRESS 3,General Cargo,147,27,8.3,13653,Bagged Goods,20435,MT
2400,9563489,SG,Singapore,X-PRESS SHUTTLE III 362,Feeder Container,167,30,9.8,10279,Containers,1287,TEU
2401,9204322,LR,Liberia,ASIA HARMONY 6,General Cargo,153,26,7.7,14360,Timber,22582,MT
2402,9507116,HK,Hong Kong,OCEAN VICTORY V,Capesize Bulk,288,44,16,92318,Iron Ore,198086,MT
2403,9722433,MY,Malaysia,HMM EXCELLENCE I,ULCV,392,60,15.7,207628,Containers,21623,TEU
2404,9034323,PA,Panama,HANDY PEARL 5,Handysize Bulk,147,27,9.3,13546,General Bulk,39374,MT
2405,9003963,TW,Taiwan,PACIFIC HARVEST 1,Panamax Bulk,234,33,14.2,50779,Bauxite,68649,MT
2406,9622321,MT,Malta,PACIFIC CARRIER 4,Handymax Bulk,194,29,10.4,28851,Fertilizer,51728,MT
2407,9564384,LR,Liberia,STAR SPIRIT V,Handymax Bulk,194,29,10.3,33997,Fertilizer,50798,MT
2408,9881912,SG,Singapore,ULTRA PROGRESS IV,Supramax Bulk,213,30,11.7,29633,Cement,51642,MT
2409,9856147,HK,Hong Kong,PIL ASIA 5,Panamax Container,274,36,12.4,50318,Containers,4772,TEU
2410,9580296,MH,Marshall Islands,REGIONAL EXPRESS 8,Feeder Container,160,27,8.2,19127,Containers,1505,TEU
2411,9272078,GR,Greece,STAR CARRIER 9,Handymax Bulk,182,34,12.5,21570,Grain,48693,MT
2412,9599250,SG,Singapore,HMM GLORY I,ULCV,381,61,16.1,232809,Containers,22146,TEU
2413,9549809,MH,Marshall Islands,MINERAL GLORY III,Capesize Bulk,295,45,18.2,92466,Iron Ore,170789,MT
2414,9847546,AE,UAE,INTER PROGRESS IV,Supramax Bulk,197,35,12.4,40176,Sugar,59826,MT
2415,9205911,MY,Malaysia,TORM PRINCESS II,Aframax,237,43,12.7,76594,Fuel Oil,80479,MT
2416,9643773,PA,Panama,NAVIG8 PRECISION III,Chemical Tanker,172,32,10.3,28827,Vegetable Oils,27102,MT
2417,9274285,PA,Panama,OCEAN VICTORY III,Capesize Bulk,299,48,18.5,115617,Iron Ore,167506,MT
2418,9357644,CN,China,HAPPY STAR,Heavy Lift,172,27,7.6,27060,Project Cargo,21424,MT
2419,9503652,DE,Germany,X-PRESS SERVICE IV,Feeder Container,200,28,8.3,18442,Containers,1905,TEU
2420,9075494,MT,Malta,EURO MERCHANT 9,General Cargo,157,22,7.9,13985,Steel,15218,MT
2421,9457169,MH,Marshall Islands,GOLDEN CARRIER 1,Panamax Bulk,224,38,12.7,47356,Grain,66482,MT
2422,9402937,GR,Greece,FEEDER LINK 5,Feeder Container,159,24,9.7,12466,Containers,1141,TEU
